date,sp500_adj_close,djia_adj_close,russell2000_adj_close,nikkei225_adj_close
5/22/18,2724.439941,24834.41016,1625.23999,22018.5195
5/21/18,2733.01001,25013.28906,1637.439941,22358.4297
5/18/18,2712.969971,24715.08984,1626.630005,22481.0898
5/17/18,2720.129883,24713.98047,1625.290039,22450.7891
5/16/18,2722.459961,24768.92969,1616.369995,22437.0098
5/15/18,2711.449951,24706.41016,1600.339966,22689.7402
5/14/18,2730.129883,24899.41016,1600.339966,22960.3398
5/11/18,2727.719971,24831.16992,1606.790039,23002.3691
5/10/18,2723.070068,24739.5293,1603.709961,22930.3594
5/9/18,2697.790039,24542.53906,1596.050049,22838.3691
5/8/18,2671.919922,24360.21094,1586.390015,22717.2305
5/7/18,2672.629883,24357.32031,1578.949951,22818.0195
5/4/18,2663.419922,24262.50977,1565.599976,22865.8594
5/3/18,2629.72998,23930.15039,1546.560059,22758.4805
5/2/18,2635.669922,23924.98047,1554.910034,22497.1797
5/1/18,2654.800049,24099.05078,1550.329956,22408.8809
4/30/18,2648.050049,24163.15039,1541.880005,22508.6895
4/27/18,2669.909912,24311.18945,1556.23999,22467.1602
4/26/18,2666.939941,24322.33984,1557.890015,null
4/25/18,2639.399902,24083.83008,1550.469971,null
4/24/18,2634.560059,24024.13086,1553.280029,22472.7793
4/23/18,2670.290039,24448.68945,1562.119995,22508.0293
4/20/18,2670.139893,24462.93945,1564.119995,null
4/19/18,2693.129883,24664.89063,1573.819946,22467.8691
4/18/18,2708.639893,24748.07031,1583.560059,22319.6094
4/17/18,2706.389893,24786.63086,1579.800049,22215.3203
4/16/18,2677.840088,24573.03906,1563.030029,22278.1191
4/13/18,2656.300049,24360.14063,1549.51001,22088.0391
4/12/18,2663.98999,24483.05078,1557.329956,22162.2402
4/11/18,2642.189941,24189.44922,1546.800049,22191.1797
4/10/18,2656.870117,24408,1543.430054,22158.1992
4/9/18,2613.159912,23979.09961,1514.459961,21847.5898
4/6/18,2604.469971,23932.75977,1513.300049,21835.5293
4/5/18,2662.840088,24505.2207,1542.930054,21778.7402
4/4/18,2644.689941,24264.30078,1531.660034,21660.2793
4/3/18,2614.449951,24033.35938,1512.150024,21687.0996
4/2/18,2581.879883,23644.18945,1492.530029,21794.3203
3/29/18,2640.870117,24103.10938,1529.430054,21678.2598
3/28/18,2605,23848.41992,1513.030029,21567.5195
3/27/18,2612.620117,23857.71094,1513.569946,21645.4199
3/26/18,2658.550049,24202.59961,1543.719971,21319.5508
3/23/18,2588.26001,23533.19922,1510.079956,21292.2891
3/22/18,2643.689941,23957.89063,1543.869995,21388.5801
3/21/18,2711.929932,24682.31055,1579.300049,21454.3008
3/20/18,2716.939941,24727.26953,1570.410034,21159.0801
3/19/18,2712.919922,24610.91016,1570.560059,21031.3105
3/16/18,2752.01001,24946.50977,1586.050049,21317.3203
3/15/18,2747.330078,24873.66016,1576.619995,20766.0996
3/14/18,2749.47998,24758.11914,1584.310059,20617.8594
3/13/18,2765.310059,25007.0293,1592.050049,21591.9902
3/12/18,2783.02002,25178.60938,1601.060059,null
3/9/18,2786.570068,25335.74023,1597.140015,21380.9707
3/8/18,2738.969971,24895.21094,1571.969971,21480.9004
3/7/18,2726.800049,24801.35938,1574.530029,21676.5098
3/6/18,2728.120117,24884.11914,1562.199951,21803.9492
3/5/18,2720.939941,24874.75977,1546.050049,21777.2891
3/2/18,2691.25,24538.06055,1533.170044,21968.0996
3/1/18,2677.669922,24608.98047,1507.390015,21824.0293
2/28/18,2713.830078,25029.19922,1512.449951,21469.1992
2/27/18,2744.280029,25410.0293,1536.469971,21368.0703
2/26/18,2779.600098,25709.26953,1559.329956,21252.7207
2/23/18,2747.300049,25309.99023,1549.189941,21417.7598
2/22/18,2703.959961,24962.48047,1529.98999,21042.0898
2/21/18,2701.330078,24797.7793,1531.839966,21181.6406
2/20/18,2716.26001,24964.75,1529.98999,21724.4707
2/16/18,2732.219971,25219.38086,1543.550049,22068.2402
2/15/18,2731.199951,25200.36914,1537.199951,22389.8594
2/14/18,2698.629883,24893.49023,1522.099976,22153.6309
2/13/18,2662.939941,24640.44922,1494.949951,21892.7793
2/12/18,2656,24601.26953,1490.97998,21736.4395
2/9/18,2619.550049,24190.90039,1477.839966,21970.8105
2/8/18,2581,23860.46094,1463.790039,21925.0996
2/7/18,2681.659912,24893.34961,1507.969971,22149.2109
2/6/18,2695.139893,24912.76953,1507.170044,21720.25
2/5/18,2648.939941,24345.75,1491.089966,21464.9805
2/2/18,2762.129883,25520.96094,1547.27002,21154.1699
2/1/18,2821.97998,26186.71094,1579.869995,21244.6797
1/31/18,2823.810059,26149.39063,1574.97998,null
1/30/18,2822.429932,26076.89063,1582.819946,21382.6191
1/29/18,2853.530029,26439.48047,1598.109985,21890.8594
1/26/18,2872.870117,26616.71094,1608.060059,21645.3691
1/25/18,2839.25,26392.78906,1601.670044,21610.2402
1/24/18,2837.540039,26252.11914,1601.77002,22682.0801
1/23/18,2839.129883,26210.81055,1610.709961,23274.5293
1/22/18,2832.969971,26214.59961,1605.170044,23486.1094
1/19/18,2810.300049,26071.7207,1597.630005,23098.2891
1/18/18,2798.030029,26017.81055,1576.72998,23291.9707
1/17/18,2802.560059,26115.65039,1586.660034,23629.3398
1/16/18,2776.419922,25792.85938,1572.969971,23631.8809
1/12/18,2786.23999,25803.18945,1591.969971,23669.4902
1/11/18,2767.560059,25574.73047,1586.790039,23940.7793
1/10/18,2748.22998,25369.13086,1559.800049,24124.1504
1/9/18,2751.290039,25385.80078,1560.099976,23816.3301
1/8/18,2747.709961,25283,1561.810059,23808.0605
1/5/18,2743.149902,25295.86914,1560.01001,23763.3691
1/4/18,2723.98999,25075.13086,1555.719971,23868.3398
1/3/18,2713.060059,24922.67969,1552.579956,23951.8105
1/2/18,2695.810059,24824.00977,1550.01001,23714.8809
12/29/17,2673.610107,24719.2207,1535.51001,23653.8203
12/28/17,2687.540039,24837.50977,1548.930054,23710.4297
12/27/17,2682.620117,24774.30078,1543.939941,23788.1992
12/26/17,2680.5,24746.21094,1544.22998,23849.9902
12/22/17,2683.340088,24754.06055,1542.930054,null
12/21/17,2684.570068,24782.28906,1547.109985,23714.5293
12/20/17,2679.25,24726.65039,1540.079956,23506.3301
12/19/17,2681.469971,24754.75,1536.75,null
12/18/17,2690.159912,24792.19922,1548.920044,null
12/15/17,2675.810059,24651.74023,1530.420044,null
12/14/17,2652.01001,24508.66016,1506.949951,22764.9395
12/13/17,2662.850098,24585.42969,1524.449951,22783.9805
12/12/17,2664.110107,24504.80078,1516.119995,22911.2109
12/11/17,2659.98999,24386.0293,1519.839966,22892.6895
12/8/17,2651.5,24329.16016,1521.719971,22939.1797
12/7/17,2636.97998,24211.48047,1520.469971,22902.7598
12/6/17,2629.27002,24140.91016,1508.880005,22866.0996
12/5/17,2629.570068,24180.64063,1516.76001,22891.7207
12/4/17,2639.439941,24290.05078,1532.410034,22868
12/1/17,2642.219971,24231.58984,1537.02002,22901.7695
11/30/17,2647.580078,24272.34961,1544.140015,22553.2207
11/29/17,2626.070068,23940.67969,1542.300049,22694.4492
11/28/17,2627.040039,23836.71094,1536.430054,22758.0703
11/27/17,2601.419922,23580.7793,1513.310059,22866.1699
11/24/17,2602.419922,23557.99023,1519.160034,22938.7305
11/22/17,2597.080078,23526.17969,1516.76001,22811.0801
11/21/17,2599.030029,23590.83008,1518.890015,22498.0293
11/20/17,2582.139893,23430.33008,1503.400024,22177.0391
11/17/17,2578.850098,23358.24023,1492.819946,22622.3809
11/16/17,2585.639893,23458.35938,1486.880005,22707.1602
11/15/17,2564.620117,23271.2793,1464.089966,22819.0293
11/14/17,2578.870117,23409.4707,1471.26001,22724.9609
11/13/17,2584.840088,23439.69922,1475.069946,22597.1992
11/10/17,2582.300049,23422.21094,1475.27002,22486.2402
11/9/17,2584.620117,23461.93945,1475.02002,22495.9902
11/8/17,2594.379883,23563.35938,1481.72998,22550.8496
11/7/17,2590.639893,23557.23047,1479.089966,null
11/6/17,2591.129883,23548.41992,1497.959961,22523.1504
11/3/17,2587.840088,23539.18945,1494.910034,22416.4805
11/2/17,2579.850098,23516.25977,1496.550049,22261.7598
11/1/17,2579.360107,23435.00977,1492.780029,22396.8008
10/31/17,2575.26001,23377.24023,1502.530029,22351.1191
10/30/17,2572.830078,23348.74023,1490.900024,22028.3203
10/27/17,2581.070068,23434.18945,1508.319946,22380.0098
10/26/17,2560.399902,23400.85938,1497.459961,22380.9902
10/25/17,2557.149902,23329.46094,1493.47998,22681.4199
10/24/17,2569.129883,23441.75977,1500.420044,22868.7109
10/23/17,2564.97998,23273.96094,1497.48999,22913.8203
10/20/17,2575.209961,23328.63086,1509.25,22937.5996
10/19/17,2562.100098,23163.03906,1502.040039,22548.3496
10/18/17,2561.26001,23157.59961,1505.140015,22539.1191
10/17/17,2559.360107,22997.43945,1497.5,22539.1191
10/16/17,2557.639893,22956.96094,1502.680054,22420.0801
10/13/17,2553.169922,22871.7207,1502.660034,22011.6094
10/12/17,2550.929932,22841.00977,1505.160034,22011.6699
10/11/17,2555.23999,22872.89063,1506.920044,22008.4492
10/10/17,2550.639893,22830.67969,1508.01001,21739.7793
10/9/17,2544.72998,22761.07031,1503.560059,21707.6191
10/6/17,2549.330078,22773.66992,1510.219971,21805.1699
10/5/17,2552.070068,22775.39063,1512.089966,21696.6504
10/4/17,2537.73999,22661.64063,1507.76001,21457.6406
10/3/17,2534.580078,22641.66992,1511.969971,21448.5195
10/2/17,2529.120117,22557.59961,1509.469971,21363.0508
9/29/17,2519.360107,22405.08984,1490.859985,21336.1191
9/28/17,2510.060059,22381.19922,1488.790039,21255.5605
9/27/17,2507.040039,22340.71094,1484.810059,21155.1797
9/26/17,2496.840088,22284.32031,1456.859985,20954.7207
9/25/17,2496.659912,22296.08984,1451.959961,20881.2695
9/22/17,2502.219971,22349.58984,1450.780029,20823.5098
9/21/17,2500.600098,22359.23047,1444.180054,null
9/20/17,2508.23999,22412.58984,1445.420044,20690.7109
9/19/17,2506.649902,22370.80078,1440.400024,20628.5605
9/18/17,2503.870117,22331.34961,1441.079956,20626.6602
9/15/17,2500.22998,22268.33984,1431.709961,20614.0703
9/14/17,2495.620117,22203.48047,1425.02002,20400.7793
9/13/17,2498.370117,22158.17969,1426.890015,20356.2793
9/12/17,2496.47998,22118.85938,1423.459961,20363.1094
9/11/17,2488.110107,22057.36914,1414.829956,20267.0508
9/8/17,2461.429932,21797.78906,1399.430054,20330.1895
9/7/17,2465.100098,21784.7793,1398.670044,20397.5801
9/6/17,2465.540039,21807.64063,1402.199951,20296.4492
9/5/17,2457.850098,21753.31055,1399.660034,20347.4805
9/1/17,2476.550049,21987.56055,1413.569946,20310.4609
8/31/17,2471.649902,21948.09961,1405.280029,20299.3809
8/30/17,2457.590088,21892.42969,1391.319946,null
8/29/17,2446.300049,21865.36914,1383.680054,19909.5
8/28/17,2444.23999,21808.40039,1382.22998,19807.4395
