date,sp500_adj_close,djia_adj_close,russell2000_adj_close,nikkei225_adj_close
7/12/19,3013.77002,27332.0293,1570,21685.9004
7/11/19,2999.909912,27088.08008,1557.920044,21643.5293
7/10/19,2993.070068,26860.19922,1565.050049,21533.4805
7/9/19,2979.629883,26783.49023,1562.589966,21565.1504
7/8/19,2975.949951,26806.14063,1561.390015,21534.3496
7/5/19,2990.409912,26922.11914,1575.619995,21746.3809
7/3/19,2995.820068,26966,1572.119995,21702.4492
7/2/19,2973.01001,26786.67969,1560.540039,21638.1602
7/1/19,2964.330078,26717.42969,1566.569946,21754.2695
6/28/19,2941.76001,26599.96094,1566.569946,21729.9707
6/27/19,2924.919922,26526.58008,1546.550049,21275.9199
6/26/19,2913.780029,26536.82031,1521.890015,21338.1699
6/25/19,2917.379883,26548.2207,1521.040039,21086.5898
6/24/19,2945.350098,26727.53906,1530.079956,21193.8105
6/21/19,2950.459961,26719.13086,1549.630005,21285.9902
6/20/19,2954.179932,26753.16992,1563.48999,21258.6406
6/19/19,2926.459961,26504,1555.579956,21462.8594
6/18/19,2917.75,26465.53906,1550.22998,21333.8691
6/17/19,2889.669922,26112.5293,1532.75,20972.7109
6/14/19,2886.97998,26089.60938,1522.5,21124
6/13/19,2891.639893,26106.76953,1535.800049,21116.8906
6/12/19,2879.840088,26004.83008,1519.790039,21032
6/11/19,2885.719971,26048.50977,1519.109985,21129.7207
6/10/19,2886.72998,26062.67969,1523.560059,21204.2793
6/7/19,2873.340088,25983.93945,1514.390015,21134.4199
6/6/19,2843.48999,25720.66016,1499.290039,20884.7109
6/5/19,2826.149902,25539.57031,1506.790039,20774.0391
6/4/19,2803.27002,25332.17969,1508.560059,20776.0996
6/3/19,2744.449951,24819.7793,1469.97998,20408.5391
5/31/19,2752.060059,24815.03906,1465.48999,20410.8809
5/30/19,2788.860107,25169.88086,1485.530029,20601.1895
5/29/19,2783.02002,25126.41016,1489.949951,20942.5293
5/28/19,2802.389893,25347.76953,1504.02002,21003.3691
5/24/19,2826.060059,25585.68945,1514.109985,21260.1406
5/23/19,2822.23999,25490.4707,1501.380005,21182.5801
5/22/19,2856.27002,25776.60938,1531.630005,21117.2207
5/21/19,2864.360107,25877.33008,1545.25,21151.1406
5/20/19,2840.22998,25679.90039,1524.959961,21283.3691
5/17/19,2859.530029,25764,1535.76001,21272.4492
5/16/19,2876.320068,25862.67969,1557.23999,21301.7305
5/15/19,2850.959961,25648.01953,1548.27002,21250.0898
5/14/19,2834.409912,25532.05078,1543.060059,21062.9805
5/13/19,2811.870117,25324.99023,1523,21188.5605
5/10/19,2881.399902,25942.36914,1572.98999,21067.2305
5/9/19,2870.719971,25828.35938,1570.060059,21191.2793
5/8/19,2879.419922,25967.33008,1574.969971,21344.9199
5/7/19,2884.050049,25965.08984,1582.310059,21402.1309
5/6/19,2932.469971,26438.48047,1614.97998,21602.5898
5/3/19,2945.639893,26504.94922,1614.02002,21923.7207
5/2/19,2917.52002,26307.78906,1582.650024,22258.7305
5/1/19,2923.72998,26430.14063,1576.380005,22307.5801
4/30/19,2945.830078,26592.91016,1591.209961,22200
4/29/19,2943.030029,26554.39063,1598.359985,22259.7402
4/26/19,2939.879883,26543.33008,1589.900024,22217.9004
4/25/19,2926.169922,26462.08008,1575.609985,22200.5605
4/24/19,2927.25,26597.05078,1588.130005,22090.1191
4/23/19,2933.679932,26656.39063,1585.089966,22277.9707
4/22/19,2907.969971,26511.05078,1560.040039,22221.6602
4/18/19,2905.030029,26559.53906,1565.75,22169.1094
4/17/19,2900.449951,26449.53906,1567.599976,21870.5605
4/16/19,2907.060059,26452.66016,1582.790039,21711.3809
4/15/19,2905.580078,26384.76953,1579.170044,21687.5703
4/12/19,2907.409912,26412.30078,1584.800049,21802.5898
4/11/19,2888.320068,26143.05078,1579.140015,21761.6504
4/10/19,2888.209961,26157.16016,1581.550049,21807.5
4/9/19,2878.199951,26150.58008,1559.680054,21724.9492
4/8/19,2895.77002,26341.01953,1579,21713.2109
4/5/19,2892.73999,26424.99023,1582.560059,21505.3105
4/4/19,2879.389893,26384.63086,1567.48999,21509.0293
4/3/19,2873.399902,26218.13086,1560.910034,21205.8105
4/2/19,2867.23999,26179.13086,1553.319946,21033.7598
4/1/19,2867.189941,26258.41992,1556.060059,21378.7305
3/29/19,2834.399902,25928.67969,1539.73999,21428.3906
3/28/19,2815.439941,25717.46094,1535.099976,20977.1094
3/27/19,2805.370117,25625.58984,1522.22998,21627.3398
3/26/19,2818.459961,25657.73047,1528.170044,null
3/25/19,2798.360107,25516.83008,1512.859985,21608.9199
3/22/19,2800.709961,25502.32031,1505.920044,21566.8496
3/21/19,2854.879883,25962.50977,1562.410034,21584.5
3/20/19,2824.22998,25745.66992,1543.160034,21450.8496
3/19/19,2832.570068,25887.38086,1554.98999,21287.0195
3/18/19,2832.939941,25914.09961,1563.930054,21290.2402
3/15/19,2822.47998,25848.86914,1553.540039,21503.6895
3/14/19,2808.47998,25709.93945,1549.640015,21125.0898
3/13/19,2810.919922,25702.89063,1555.880005,21025.5605
3/12/19,2791.52002,25554.66016,1549.829956,21456.0098
3/11/19,2783.300049,25650.88086,1548.880005,21596.8105
3/8/19,2743.070068,25450.24023,1521.880005,21726.2793
3/7/19,2748.929932,25473.23047,1523.630005,21822.0391
3/6/19,2771.449951,25673.46094,1536.819946,21602.6895
3/5/19,2789.649902,25806.63086,1568.280029,21385.1602
3/4/19,2792.810059,25819.65039,1575.439941,21556.5098
3/1/19,2803.689941,26026.32031,1589.640015,21449.3906
2/28/19,2784.48999,25916,1575.550049,21528.2305
2/27/19,2792.379883,25985.16016,1581.050049,21425.5098
2/26/19,2793.899902,26057.98047,1577.47998,21464.2305
2/25/19,2796.110107,26091.94922,1588.810059,21431.4902
2/22/19,2792.669922,26031.81055,1590.060059,21302.6504
2/21/19,2774.879883,25850.63086,1575.550049,21281.8496
2/20/19,2784.699951,25954.43945,1581.660034,20900.6309
2/19/19,2779.76001,25891.32031,1574.469971,21139.7109
2/15/19,2775.600098,25883.25,1569.25,21144.4805
2/14/19,2745.72998,25439.39063,1545.109985,20864.2109
2/13/19,2753.030029,25543.26953,1542.939941,null
2/12/19,2744.72998,25425.75977,1538.22998,20333.1699
2/11/19,2709.800049,25053.10938,1518.97998,20751.2793
2/8/19,2707.879883,25106.33008,1506.390015,20874.0605
2/7/19,2706.050049,25169.5293,1505.630005,20844.4492
2/6/19,2731.610107,25390.30078,1518.02002,20883.7695
2/5/19,2737.699951,25411.51953,1520.22998,20788.3906
2/4/19,2724.870117,25239.36914,1517.540039,20773.4902
2/1/19,2706.530029,25063.89063,1502.050049,20556.5391
1/31/19,2704.100098,24999.66992,1499.420044,20664.6406
1/30/19,2681.050049,25014.85938,1486.939941,20649
1/29/19,2640,24579.96094,1471.449951,20773.5605
1/28/19,2643.850098,24528.2207,1473.540039,20574.6309
1/25/19,2664.76001,24737.19922,1482.849976,20593.7207
1/24/19,2642.330078,24553.24023,1464.410034,20622.9102
1/23/19,2638.699951,24575.61914,1454.26001,20719.3301
1/22/19,2632.899902,24404.48047,1457.449951,20666.0703
1/18/19,2670.709961,24706.34961,1482.5,20402.2695
1/17/19,2635.959961,24370.09961,1467.25,20442.75
1/16/19,2616.100098,24207.16016,1454.699951,20555.2891
1/15/19,2610.300049,24065.58984,1445.219971,null
1/14/19,2582.610107,23909.83984,1432.810059,20359.6992
1/11/19,2596.26001,23995.94922,1447.380005,20163.8008
1/10/19,2596.639893,24001.91992,1445.430054,20427.0605
1/9/19,2584.959961,23879.11914,1438.810059,20204.0391
1/8/19,2574.409912,23787.44922,1426.550049,20038.9707
1/7/19,2549.689941,23531.34961,1405.369995,19561.9609
1/4/19,2531.939941,23433.16016,1380.75,null
1/3/19,2447.889893,22686.2207,1330.829956,null
1/2/19,2510.030029,23346.24023,1355.910034,null
12/31/18,2506.850098,23327.46094,1348.560059,null
12/28/18,2485.73999,23062.40039,1337.920044,20014.7695
12/27/18,2488.830078,23138.82031,1331.819946,20077.6191
12/26/18,2467.699951,22878.44922,1329.810059,19327.0605
12/24/18,2351.100098,21792.19922,1266.920044,19155.7402
12/21/18,2416.620117,22445.36914,1292.089966,null
12/20/18,2467.419922,22859.59961,1326,20166.1895
12/19/18,2506.959961,23323.66016,1349.22998,20392.5801
12/18/18,2546.159912,23675.64063,1377.180054,20987.9199
12/17/18,2545.939941,23592.98047,1378.140015,21115.4492
12/14/18,2599.949951,24100.50977,1410.810059,21506.8809
12/13/18,2650.540039,24597.38086,1432.699951,21374.8301
12/12/18,2651.070068,24527.26953,1455.319946,21816.1895
12/11/18,2636.780029,24370.24023,1440.130005,21602.75
12/10/18,2637.719971,24423.25977,1443.099976,21148.0195
12/7/18,2633.080078,24388.94922,1448.089966,21219.5
12/6/18,2695.949951,24947.66992,1477.410034,21678.6797
12/4/18,2700.060059,25027.07031,1480.75,21501.6191
12/3/18,2790.370117,25826.42969,1548.959961,21919.3301
11/30/18,2760.169922,25538.46094,1533.27002,22036.0508
11/29/18,2737.800049,25338.83984,1525.390015,22574.7598
11/28/18,2743.790039,25366.42969,1530.380005,22351.0605
11/27/18,2682.169922,24748.73047,1492.859985,22262.5996
11/26/18,2673.449951,24640.24023,1505.959961,22177.0195
11/23/18,2632.560059,24285.94922,1488.680054,21952.4004
11/21/18,2649.929932,24464.68945,1488.280029,21812
11/20/18,2641.889893,24465.64063,1469.01001,null
11/19/18,2690.72998,25017.43945,1496.540039,21646.5508
11/16/18,2736.27002,25413.2207,1527.530029,21507.5391
11/15/18,2730.199951,25289.26953,1524.119995,21583.1191
11/14/18,2701.580078,25080.5,1502.51001,21821.1602
11/13/18,2722.179932,25286.49023,1514.800049,21680.3398
11/12/18,2726.219971,25387.17969,1518.790039,21803.6191
11/9/18,2781.01001,25989.30078,1549.48999,21846.4805
11/8/18,2806.830078,26191.2207,1578.209961,21810.5195
11/7/18,2813.889893,26180.30078,1582.160034,22269.8809
11/6/18,2755.449951,25635.00977,1556.099976,22250.25
11/5/18,2738.310059,25461.69922,1547.51001,22486.9199
11/2/18,2723.060059,25270.83008,1547.97998,22085.8008
11/1/18,2740.370117,25380.74023,1544.97998,22147.75
10/31/18,2711.73999,25115.75977,1511.410034,21898.9902
10/30/18,2682.629883,24874.64063,1506.640015,22243.6602
10/29/18,2641.25,24442.91992,1477.310059,21687.6504
10/26/18,2658.689941,24688.31055,1483.819946,21920.4609
10/25/18,2705.570068,24984.55078,1500.400024,21457.2891
10/24/18,2656.100098,24583.41992,1468.699951,21149.8008
10/23/18,2740.689941,25191.42969,1526.589966,21184.5996
10/22/18,2755.879883,25317.41016,1539.5,21268.7305
10/19/18,2767.780029,25444.33984,1542.040039,22091.1797
10/18/18,2768.780029,25379.44922,1560.75,22010.7793
10/17/18,2809.209961,25706.67969,1589.599976,22614.8203
10/16/18,2809.919922,25798.41992,1596.839966,22532.0801
10/15/18,2750.790039,25250.55078,1553.089966,22658.1602
10/12/18,2767.129883,25339.99023,1546.680054,22841.1191
10/11/18,2728.370117,25052.83008,1545.380005,22549.2402
10/10/18,2785.679932,25598.74023,1575.410034,22271.3008
10/9/18,2880.340088,26430.57031,1621.869995,22694.6602
10/8/18,2884.429932,26486.7793,1629.52002,22590.8594
10/5/18,2885.570068,26447.05078,1632.109985,23506.0391
10/4/18,2901.610107,26627.48047,1646.910034,23469.3906
10/3/18,2925.51001,26828.39063,1671.290039,null
10/2/18,2923.429932,26773.93945,1656.040039,23783.7207
10/1/18,2924.590088,26651.21094,1672.98999,23975.6191
9/28/18,2913.97998,26458.31055,1696.569946,24110.9609
9/27/18,2914,26439.92969,1690.530029,24270.6191
9/26/18,2905.969971,26385.2793,1691.609985,24245.7598
9/25/18,2915.560059,26492.21094,1708.810059,24120.0391
9/24/18,2919.370117,26562.05078,1705.319946,23796.7402
9/21/18,2929.669922,26743.5,1712.319946,24033.7891
9/20/18,2930.75,26656.98047,1720.180054,23940.2598
9/19/18,2907.949951,26405.75977,1702.930054,null
9/18/18,2904.310059,26246.96094,1710.969971,23869.9297
9/17/18,2888.800049,26062.11914,1703.550049,23674.9297
9/14/18,2904.97998,26154.66992,1721.719971,23672.5195
9/13/18,2904.179932,26145.99023,1714.319946,23420.5391
9/12/18,2888.919922,25998.91992,1715.699951,null
9/11/18,2887.889893,25971.06055,1718.400024,23094.6699
9/10/18,2877.129883,25857.07031,1717.469971,22821.3203
9/7/18,2871.679932,25916.53906,1713.180054,22604.6094
9/6/18,2878.050049,25995.86914,1714.469971,22664.6895
9/5/18,2888.600098,25974.99023,1727.650024,22373.0898
9/4/18,2896.719971,25952.48047,1733.380005,22307.0605
8/31/18,2901.52002,25964.82031,1740.75,22487.9395
8/30/18,2901.129883,25986.91992,1732.349976,22580.8301
8/29/18,2914.040039,26124.57031,1734.75,22696.9004
8/28/18,2897.52002,26064.01953,1728.420044,22707.3809
8/27/18,2896.73999,26049.64063,1728.410034,22865.1504
8/24/18,2874.689941,25790.34961,1725.670044,22869.5
8/23/18,2856.97998,25656.98047,1717.050049,22848.2207
8/22/18,2861.820068,25733.59961,1722.540039,22813.4707
8/21/18,2862.959961,25822.28906,1718.050049,22799.6406
8/20/18,2857.050049,25758.68945,1698.689941,22601.7695
8/17/18,2850.129883,25669.32031,1692.949951,22410.8203
8/16/18,2840.689941,25558.73047,1685.75,22362.5508
8/15/18,2818.370117,25162.41016,1670.670044,22219.7305
8/14/18,2839.959961,25299.91992,1692.579956,22199
8/13/18,2821.929932,25187.69922,1675.319946,22270.3809
8/10/18,2833.280029,25313.14063,1686.800049,22192.0391
8/9/18,2853.580078,25509.23047,1690.890015,22204.2207
8/8/18,2857.699951,25583.75,1686.880005,22356.0801
8/7/18,2858.449951,25628.91016,1688.300049,21857.4297
8/6/18,2850.399902,25502.17969,1684.310059,22298.0801
8/3/18,2840.350098,25462.58008,1673.369995,22598.3906
8/2/18,2827.219971,25326.16016,1682.099976,22644.3105
8/1/18,2813.360107,25333.82031,1669.26001,22662.7402
7/31/18,2816.290039,25415.18945,1670.800049,22507.3203
7/30/18,2802.600098,25306.83008,1653.130005,22525.1797
7/27/18,2818.820068,25451.06055,1663.339966,22512.5293
7/26/18,2837.439941,25527.07031,1695.359985,22746.6992
7/25/18,2846.070068,25414.09961,1685.199951,22553.7207
7/24/18,2820.399902,25241.93945,1680.199951,22544.8398
7/23/18,2806.97998,25044.28906,1698.410034,22712.75
7/20/18,2801.830078,25058.11914,1696.810059,22586.8691
7/19/18,2804.48999,25064.5,1701.310059,22614.25
7/18/18,2815.620117,25199.28906,1691.869995,22510.4805
7/17/18,2809.550049,25119.89063,1687.26001,22396.9902
7/16/18,2798.429932,25064.35938,1678.540039,22697.8809
7/13/18,2801.310059,25019.41016,1687.079956,22764.6797
7/12/18,2798.290039,24924.89063,1690.280029,22794.1895
7/11/18,2774.02002,24700.44922,1683.660034,22697.3594
7/10/18,2793.840088,24919.66016,1695.619995,22597.3496
7/9/18,2784.169922,24776.58984,1704.599976,22597.3496
7/6/18,2759.820068,24456.48047,1694.050049,22187.9609
7/5/18,2736.610107,24356.74023,1679.47998,21932.2109
7/3/18,2713.219971,24174.82031,1660.420044,22196.8906
7/2/18,2726.709961,24307.17969,1655.089966,22052.1797
6/29/18,2718.370117,24271.41016,1643.069946,21788.1406
6/28/18,2716.310059,24216.05078,1645.02002,21546.9902
6/27/18,2699.629883,24117.58984,1640.449951,21717.0391
6/26/18,2723.060059,24283.10938,1668.530029,21785.5391
6/25/18,2717.070068,24252.80078,1657.51001,21811.9297
6/22/18,2754.879883,24580.89063,1685.579956,22304.5098
6/21/18,2749.76001,24461.69922,1688.949951,22270.3906
6/20/18,2767.320068,24657.80078,1706.98999,22271.7695
6/19/18,2762.590088,24700.21094,1693.449951,22342
6/18/18,2773.75,24987.4707,1692.459961,22338.1504
6/15/18,2779.659912,25090.48047,1683.910034,22516.8301
6/14/18,2782.48999,25175.31055,1684.719971,22693.0391
6/13/18,2775.629883,25201.19922,1676.540039,22555.4297
6/12/18,2786.850098,25320.73047,1682.300049,22278.4805
6/11/18,2782,25322.31055,1674.680054,22680.3301
6/8/18,2779.030029,25316.5293,1672.48999,22851.75
6/7/18,2770.370117,25241.41016,1667.77002,22738.6094
6/6/18,2772.350098,25146.39063,1675.949951,22966.3809
6/5/18,2748.800049,24799.98047,1664.630005,22878.3496
6/4/18,2746.870117,24813.68945,1653.369995,22804.0391
6/1/18,2734.620117,24635.21094,1647.97998,22694.5
5/31/18,2705.27002,24415.83984,1633.609985,22823.2598
5/30/18,2724.01001,24667.7793,1647.98999,22625.7305
5/29/18,2689.860107,24361.44922,1623.650024,22539.5391
5/25/18,2721.330078,24753.08984,1626.930054,22475.9395
5/24/18,2727.76001,24811.75977,1628.219971,22171.3496
5/23/18,2733.290039,24886.81055,1627.609985,22201.8203
